TYPE,NAME,STATUS,COMMENT,COUNT,AVG_COUNT,MAX_COUNT,SUBSYSTEM,MIN_COUNT,TIME_RESET,COUNT_RESET,TIME_ELAPSED,TIME_ENABLED,TIME_DISABLED,MIN_COUNT_RESET,MAX_COUNT_RESET,AVG_COUNT_RESET
value,log_max_modified_age_sync,disabled,"Maximum LSN difference; when exceeded, start synchronous preflush",0,NULL,NULL,recovery,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,log_pending_log_writes,disabled,Pending log writes,0,NULL,NULL,recovery,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,log_pending_checkpoint_writes,disabled,Pending checkpoints,0,NULL,NULL,recovery,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,log_num_log_io,disabled,Number of log I/Os,0,NULL,NULL,recovery,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
status_counter,log_waits,enabled,Number of log waits due to small log buffer (innodb_log_waits),0,0,0,recovery,NULL,NULL,0,18206,2019-07-18 17:14:05,NULL,NULL,0,NULL
status_counter,log_write_requests,enabled,Number of log write requests (innodb_log_write_requests),0,0,0,recovery,NULL,NULL,0,18206,2019-07-18 17:14:05,NULL,NULL,0,NULL
status_counter,log_writes,enabled,Number of log writes (innodb_log_writes),19,0.0010436119960452598,19,recovery,NULL,NULL,19,18206,2019-07-18 17:14:05,NULL,NULL,19,NULL
counter,compress_pages_compressed,disabled,Number of pages compressed,0,NULL,NULL,compression,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,compress_pages_decompressed,disabled,Number of pages decompressed,0,NULL,NULL,compression,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,compression_pad_increments,disabled,Number of times padding is incremented to avoid compression failures,0,NULL,NULL,compression,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,compression_pad_decrements,disabled,Number of times padding is decremented due to good compressibility,0,NULL,NULL,compression,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,compress_saved,disabled,Number of bytes saved by page compression,0,NULL,NULL,compression,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,compress_trim_sect512,disabled,Number of sect-512 TRIMed by page compression,0,NULL,NULL,compression,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,compress_trim_sect1024,disabled,Number of sect-1024 TRIMed by page compression,0,NULL,NULL,compression,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,compress_trim_sect2048,disabled,Number of sect-2048 TRIMed by page compression,0,NULL,NULL,compression,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,compress_trim_sect4096,disabled,Number of sect-4K TRIMed by page compression,0,NULL,NULL,compression,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,compress_trim_sect8192,disabled,Number of sect-8K TRIMed by page compression,0,NULL,NULL,compression,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,compress_trim_sect16384,disabled,Number of sect-16K TRIMed by page compression,0,NULL,NULL,compression,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,compress_trim_sect32768,disabled,Number of sect-32K TRIMed by page compression,0,NULL,NULL,compression,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,compress_pages_page_compressed,disabled,Number of pages compressed by page compression,0,NULL,NULL,compression,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,compress_page_compressed_trim_op,disabled,Number of TRIM operation performed by page compression,0,NULL,NULL,compression,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,compress_page_compressed_trim_op_saved,disabled,Number of TRIM operation saved by page compression,0,NULL,NULL,compression,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,compress_pages_page_decompressed,disabled,Number of pages decompressed by page compression,0,NULL,NULL,compression,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,compress_pages_page_compression_error,disabled,Number of page compression errors,0,NULL,NULL,compression,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,compress_pages_encrypted,disabled,Number of pages encrypted,0,NULL,NULL,compression,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,compress_pages_decrypted,disabled,Number of pages decrypted,0,NULL,NULL,compression,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,index_page_splits,disabled,Number of index page splits,0,NULL,NULL,index,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,index_page_merge_attempts,disabled,Number of index page merge attempts,0,NULL,NULL,index,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,index_page_merge_successful,disabled,Number of successful index page merges,0,NULL,NULL,index,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,index_page_reorg_attempts,disabled,Number of index page reorganization attempts,0,NULL,NULL,index,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,index_page_reorg_successful,disabled,Number of successful index page reorganizations,0,NULL,NULL,index,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,index_page_discards,disabled,Number of index pages discarded,0,NULL,NULL,index,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
status_counter,adaptive_hash_searches,enabled,Number of successful searches using Adaptive Hash Index,0,0,0,adaptive_hash_index,NULL,NULL,0,18209,2019-07-18 17:14:05,NULL,NULL,0,NULL
status_counter,adaptive_hash_searches_btree,enabled,Number of searches using B-tree on an index search,4999,0.27453457081662913,4999,adaptive_hash_index,NULL,NULL,4999,18209,2019-07-18 17:14:05,NULL,NULL,4999,NULL
counter,adaptive_hash_pages_added,disabled,Number of index pages on which the Adaptive Hash Index is built,0,NULL,NULL,adaptive_hash_index,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,adaptive_hash_pages_removed,disabled,Number of index pages whose corresponding Adaptive Hash Index entries were removed,0,NULL,NULL,adaptive_hash_index,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,adaptive_hash_rows_added,disabled,Number of Adaptive Hash Index rows added,0,NULL,NULL,adaptive_hash_index,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,adaptive_hash_rows_removed,disabled,Number of Adaptive Hash Index rows removed,0,NULL,NULL,adaptive_hash_index,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,adaptive_hash_rows_deleted_no_hash_entry,disabled,Number of rows deleted that did not have corresponding Adaptive Hash Index entries,0,NULL,NULL,adaptive_hash_index,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,adaptive_hash_rows_updated,disabled,Number of Adaptive Hash Index rows updated,0,NULL,NULL,adaptive_hash_index,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
value,file_num_open_files,enabled,Number of files currently open (innodb_num_open_files),7,NULL,7,file_system,7,NULL,7,18210,2019-07-18 17:14:05,NULL,7,7,NULL
status_counter,ibuf_merges_insert,enabled,Number of inserted records merged by change buffering,0,0,0,change_buffer,NULL,NULL,0,18210,2019-07-18 17:14:05,NULL,NULL,0,NULL
status_counter,ibuf_merges_delete_mark,enabled,Number of deleted records merged by change buffering,0,0,0,change_buffer,NULL,NULL,0,18210,2019-07-18 17:14:05,NULL,NULL,0,NULL
status_counter,ibuf_merges_delete,enabled,Number of purge records merged by change buffering,0,0,0,change_buffer,NULL,NULL,0,18210,2019-07-18 17:14:05,NULL,NULL,0,NULL
status_counter,ibuf_merges_discard_insert,enabled,Number of insert merged operations discarded,0,0,0,change_buffer,NULL,NULL,0,18211,2019-07-18 17:14:05,NULL,NULL,0,NULL
status_counter,ibuf_merges_discard_delete_mark,enabled,Number of deleted merged operations discarded,0,0,0,change_buffer,NULL,NULL,0,18211,2019-07-18 17:14:05,NULL,NULL,0,NULL
status_counter,ibuf_merges_discard_delete,enabled,Number of purge merged  operations discarded,0,0,0,change_buffer,NULL,NULL,0,18211,2019-07-18 17:14:05,NULL,NULL,0,NULL
status_counter,ibuf_merges,enabled,Number of change buffer merges,0,0,0,change_buffer,NULL,NULL,0,18211,2019-07-18 17:14:05,NULL,NULL,0,NULL
status_counter,ibuf_size,enabled,Change buffer size in pages,1,0.00005491186645434078,1,change_buffer,NULL,NULL,1,18211,2019-07-18 17:14:05,NULL,NULL,1,NULL
counter,innodb_master_thread_sleeps,disabled,Number of times (seconds) master thread sleeps,0,NULL,NULL,server,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
status_counter,innodb_activity_count,enabled,Current server activity count,23,0.001262972928449838,23,server,NULL,NULL,23,18211,2019-07-18 17:14:05,NULL,NULL,23,NULL
counter,innodb_master_active_loops,disabled,Number of times master thread performs its tasks when server is active,0,NULL,NULL,server,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,innodb_master_idle_loops,disabled,Number of times master thread performs its tasks when server is idle,0,NULL,NULL,server,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,innodb_background_drop_table_usec,disabled,Time (in microseconds) spent to process drop table list,0,NULL,NULL,server,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,innodb_ibuf_merge_usec,disabled,Time (in microseconds) spent to process change buffer merge,0,NULL,NULL,server,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,innodb_log_flush_usec,disabled,Time (in microseconds) spent to flush log records,0,NULL,NULL,server,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,innodb_mem_validate_usec,disabled,Time (in microseconds) spent to do memory validation,0,NULL,NULL,server,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,innodb_master_purge_usec,disabled,Time (in microseconds) spent by master thread to purge records,0,NULL,NULL,server,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,innodb_dict_lru_usec,disabled,Time (in microseconds) spent to process DICT LRU list,0,NULL,NULL,server,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,innodb_dict_lru_count_active,disabled,Number of tables evicted from DICT LRU list in the active loop,0,NULL,NULL,server,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,innodb_dict_lru_count_idle,disabled,Number of tables evicted from DICT LRU list in the idle loop,0,NULL,NULL,server,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,innodb_checkpoint_usec,disabled,Time (in microseconds) spent by master thread to do checkpoint,0,NULL,NULL,server,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
status_counter,innodb_dblwr_writes,enabled,Number of doublewrite operations that have been performed (innodb_dblwr_writes),20,0.0010981167298083786,20,server,NULL,NULL,20,18213,2019-07-18 17:14:05,NULL,NULL,20,NULL
status_counter,innodb_dblwr_pages_written,enabled,Number of pages that have been written for doublewrite operations (innodb_dblwr_pages_written),20,0.0010981167298083786,20,server,NULL,NULL,20,18213,2019-07-18 17:14:05,NULL,NULL,20,NULL
value,innodb_page_size,enabled,InnoDB page size in bytes (innodb_page_size),16384,NULL,16384,server,16384,NULL,16384,18213,2019-07-18 17:14:05,NULL,16384,16384,NULL
status_counter,innodb_rwlock_s_spin_waits,enabled,Number of rwlock spin waits due to shared latch request,21,0.0011530225662987976,21,server,NULL,NULL,21,18213,2019-07-18 17:14:05,NULL,NULL,21,NULL
status_counter,innodb_rwlock_x_spin_waits,enabled,Number of rwlock spin waits due to exclusive latch request,0,0,0,server,NULL,NULL,0,18213,2019-07-18 17:14:05,NULL,NULL,0,NULL
status_counter,innodb_rwlock_s_spin_rounds,enabled,Number of rwlock spin loop rounds due to shared latch request,630,0.034590676988963925,630,server,NULL,NULL,630,18213,2019-07-18 17:14:05,NULL,NULL,630,NULL
status_counter,innodb_rwlock_x_spin_rounds,enabled,Number of rwlock spin loop rounds due to exclusive latch request,0,0,0,server,NULL,NULL,0,18214,2019-07-18 17:14:05,NULL,NULL,0,NULL
status_counter,innodb_rwlock_s_os_waits,enabled,Number of OS waits due to shared latch request,21,0.0011529592621060721,21,server,NULL,NULL,21,18214,2019-07-18 17:14:05,NULL,NULL,21,NULL
status_counter,innodb_rwlock_x_os_waits,enabled,Number of OS waits due to exclusive latch request,0,0,0,server,NULL,NULL,0,18214,2019-07-18 17:14:05,NULL,NULL,0,NULL
status_counter,dml_reads,enabled,Number of rows read,442,0.02426704732623257,442,dml,NULL,NULL,442,18214,2019-07-18 17:14:05,NULL,NULL,442,NULL
status_counter,dml_inserts,enabled,Number of rows inserted,0,0,0,dml,NULL,NULL,0,18214,2019-07-18 17:14:05,NULL,NULL,0,NULL
status_counter,dml_deletes,enabled,Number of rows deleted,0,0,0,dml,NULL,NULL,0,18214,2019-07-18 17:14:05,NULL,NULL,0,NULL
status_counter,dml_updates,enabled,Number of rows updated,0,0,0,dml,NULL,NULL,0,18214,2019-07-18 17:14:05,NULL,NULL,0,NULL
status_counter,dml_system_reads,enabled,Number of system rows read,0,0,0,dml,NULL,NULL,0,18214,2019-07-18 17:14:05,NULL,NULL,0,NULL
status_counter,dml_system_inserts,enabled,Number of system rows inserted,0,0,0,dml,NULL,NULL,0,18214,2019-07-18 17:14:05,NULL,NULL,0,NULL
status_counter,dml_system_deletes,enabled,Number of system rows deleted,0,0,0,dml,NULL,NULL,0,18214,2019-07-18 17:14:05,NULL,NULL,0,NULL
status_counter,dml_system_updates,enabled,Number of system rows updated,0,0,0,dml,NULL,NULL,0,18214,2019-07-18 17:14:05,NULL,NULL,0,NULL
counter,ddl_background_drop_indexes,disabled,Number of indexes waiting to be dropped after failed index creation,0,NULL,NULL,ddl,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,ddl_background_drop_tables,disabled,Number of tables in background drop table list,0,NULL,NULL,ddl,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,ddl_online_create_index,disabled,Number of indexes being created online,0,NULL,NULL,ddl,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,ddl_pending_alter_table,disabled,"Number of ALTER TABLE, CREATE INDEX, DROP INDEX in progress",0,NULL,NULL,ddl,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,icp_attempts,disabled,Number of attempts for index push-down condition checks,0,NULL,NULL,icp,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,icp_no_match,disabled,Index push-down condition does not match,0,NULL,NULL,icp,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,icp_out_of_range,disabled,Index push-down condition out of range,0,NULL,NULL,icp,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
counter,icp_match,disabled,Index push-down condition matches,0,NULL,NULL,icp,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL

